LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,no_car_ratio_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01005552,E01005552 : Rochdale 022D,10.03,18.61,5.39,46.40,72.33,41.96,15.53,2.13,13.92,0.55
E01005553,E01005553 : Rochdale 022E,8.20,17.86,8.83,41.17,57.74,38.15,15.51,2.29,13.21,0.51
E01005554,E01005554 : Rochdale 022F,3.86,32.72,24.40,22.69,20.89,14.24,14.99,1.92,13.59,0.47
E01005534,E01005534 : Rochdale 023A,4.89,21.73,17.20,12.38,35.85,25.44,16.83,2.11,12.95,0.46
E01005535,E01005535 : Rochdale 023B,6.01,24.27,4.46,45.54,41.78,28.15,16.90,2.09,13.47,0.48
E01005537,E01005537 : Rochdale 023C,3.88,23.91,2.87,19.53,11.79,13.39,14.79,2.09,12.91,0.38
E01005538,E01005538 : Rochdale 023D,7.25,17.79,7.26,46.02,45.41,30.62,14.92,2.11,12.93,0.48
E01005540,E01005540 : Rochdale 023E,5.56,24.91,6.43,41.79,28.98,22.00,16.29,2.15,12.95,0.33
E01005541,E01005541 : Rochdale 023F,7.05,23.25,3.17,73.34,38.18,29.11,16.51,2.17,12.99,0.31
E01005542,E01005542 : Rochdale 023G,6.81,19.95,2.56,40.17,59.29,31.91,16.41,2.13,12.92,0.39
E01005533,E01005533 : Rochdale 024A,4.76,28.89,3.73,38.76,39.15,29.51,16.49,2.21,13.46,0.40
E01005539,E01005539 : Rochdale 024B,8.33,18.84,2.25,49.48,46.33,41.83,16.24,2.23,13.36,0.27
E01005546,E01005546 : Rochdale 024C,9.11,27.21,17.44,22.72,39.06,29.21,15.50,2.17,13.71,0.50
E01005547,E01005547 : Rochdale 024D,4.84,26.79,11.72,52.59,34.11,22.78,16.19,2.09,13.21,0.39
E01005548,E01005548 : Rochdale 024E,7.02,24.90,11.13,37.90,49.60,40.58,15.51,2.29,13.73,0.45
E01005530,E01005530 : Rochdale 025A,3.97,28.87,13.27,3.79,8.68,16.43,16.69,2.08,13.16,0.39
E01005531,E01005531 : Rochdale 025B,4.84,27.85,19.23,39.62,26.99,17.92,16.15,2.08,13.47,0.43
E01005532,E01005532 : Rochdale 025C,8.28,21.07,4.34,43.41,57.25,33.53,16.78,2.08,13.50,0.48
E01005544,E01005544 : Rochdale 025D,2.44,36.50,11.79,1.37,8.36,11.73,15.54,2.05,13.47,0.43
E01005545,E01005545 : Rochdale 025E,4.21,37.24,55.39,1.04,10.17,11.16,15.66,2.04,13.54,0.40
E01005549,E01005549 : Rochdale 025F,4.57,42.08,33.16,2.38,6.10,7.25,15.77,2.12,14.03,0.52
E01005550,E01005550 : Rochdale 025G,4.01,31.74,5.67,0.97,7.29,13.45,16.33,2.12,13.79,0.44
E01005886,E01005886 : Stockport 001A,4.96,26.20,6.90,41.26,41.29,28.68,15.33,2.31,12.92,0.33
E01005888,E01005888 : Stockport 001B,5.74,24.17,2.89,29.76,27.26,19.69,15.25,2.30,12.72,0.36
E01005889,E01005889 : Stockport 001C,6.72,22.40,5.34,34.87,41.60,33.38,15.57,2.28,12.83,0.30
E01005891,E01005891 : Stockport 001D,4.19,26.36,55.01,1.05,11.58,11.80,15.26,2.24,12.86,0.45
E01005894,E01005894 : Stockport 001E,3.96,26.05,2.11,48.24,21.58,19.86,15.52,2.20,12.77,0.31
E01005887,E01005887 : Stockport 002A,7.33,25.41,4.55,40.45,44.63,25.15,14.82,2.15,12.86,0.42
E01005890,E01005890 : Stockport 002B,7.40,23.75,3.59,12.48,31.57,18.97,15.32,2.21,12.96,0.41
E01005893,E01005893 : Stockport 002C,4.97,32.24,1.19,31.05,56.71,30.74,15.52,2.20,12.77,0.30
E01005896,E01005896 : Stockport 002D,6.27,27.99,3.04,67.30,42.06,28.55,15.16,2.24,12.89,0.23
E01005919,E01005919 : Stockport 002E,7.88,29.82,1.99,49.15,51.99,31.91,15.69,2.28,12.87,0.47
E01005862,E01005862 : Stockport 003A,2.49,41.20,2.87,3.55,11.51,11.68,15.85,2.21,12.70,0.40
E01005892,E01005892 : Stockport 003B,4.96,23.43,2.54,25.36,35.26,22.36,15.97,2.22,12.96,0.33
E01005895,E01005895 : Stockport 003C,3.70,26.88,4.94,9.26,33.06,25.93,15.98,2.13,12.92,0.39
E01005920,E01005920 : Stockport 003D,4.21,40.20,3.48,8.70,11.41,11.09,15.83,2.24,12.88,0.38
E01005921,E01005921 : Stockport 003E,5.75,26.36,6.73,51.19,47.14,30.45,16.24,2.19,12.98,0.23
E01005922,E01005922 : Stockport 003F,4.21,25.75,18.48,38.90,18.09,16.32,16.24,2.19,12.98,0.36
E01005753,E01005753 : Stockport 004A,8.76,18.44,4.35,47.31,57.16,35.36,17.10,2.22,13.45,0.44
E01005754,E01005754 : Stockport 004B,11.25,15.16,2.12,26.23,79.34,57.34,16.34,2.14,13.39,0.54
E01005755,E01005755 : Stockport 004C,9.01,18.32,2.36,26.56,57.16,40.78,16.98,2.25,13.31,0.44
E01005756,E01005756 : Stockport 004D,9.35,28.88,7.60,20.19,60.10,46.73,15.83,2.13,13.63,0.46
E01005745,E01005745 : Stockport 005A,2.97,28.37,17.50,27.50,19.73,12.67,14.55,2.42,12.76,0.45
E01005746,E01005746 : Stockport 005B,10.74,19.98,1.79,17.65,59.36,39.74,15.16,2.28,12.21,0.45
E01005747,E01005747 : Stockport 005C,3.25,34.97,13.78,15.99,10.71,9.86,13.14,2.48,12.33,0.46
E01005748,E01005748 : Stockport 005D,2.25,34.80,31.57,3.17,6.65,10.93,13.91,2.32,12.25,0.48
E01005863,E01005863 : Stockport 006A,2.69,54.66,13.90,12.08,25.03,21.89,17.00,2.26,13.09,0.45
E01005864,E01005864 : Stockport 006B,2.33,57.50,16.09,19.22,31.10,14.84,16.12,2.16,12.75,0.43
E01005866,E01005866 : Stockport 006C,4.12,51.32,6.56,17.40,47.04,27.83,16.12,2.16,12.75,0.39
E01005869,E01005869 : Stockport 006D,4.42,42.26,5.96,17.28,16.39,19.14,15.26,2.19,12.69,0.36
E01005914,E01005914 : Stockport 007A,4.75,26.12,2.37,39.41,28.83,24.52,17.20,2.22,12.90,0.35
E01005915,E01005915 : Stockport 007B,5.60,25.89,2.92,57.58,44.15,28.77,17.09,2.25,12.98,0.29
E01005916,E01005916 : Stockport 007C,5.25,37.17,4.41,48.28,34.94,23.62,18.58,2.22,13.29,0.33
E01005917,E01005917 : Stockport 007D,6.61,33.89,2.89,55.60,59.84,36.67,17.51,2.40,13.31,0.27
E01005859,E01005859 : Stockport 008A,3.63,60.15,6.85,8.28,35.35,17.49,17.18,2.16,13.05,0.44
E01005865,E01005865 : Stockport 008B,2.94,57.58,62.89,6.51,16.99,9.47,15.50,2.09,12.49,0.47
E01005867,E01005867 : Stockport 008C,4.63,57.42,14.71,11.30,21.36,14.09,16.12,2.00,12.49,0.50
E01005868,E01005868 : Stockport 008D,3.64,47.36,46.63,0.82,11.15,12.13,15.52,2.04,12.49,0.47
E01005743,E01005743 : Stockport 009A,2.97,27.53,7.22,0.53,11.33,14.08,15.37,2.18,13.10,0.45
E01005744,E01005744 : Stockport 009B,6.40,21.06,20.76,21.22,31.00,21.95,15.84,2.22,13.35,0.25
E01005749,E01005749 : Stockport 009C,3.95,29.38,27.30,25.38,17.01,14.81,14.50,2.21,12.11,0.42
E01005750,E01005750 : Stockport 009D,3.52,29.64,7.32,13.92,16.45,11.55,15.92,2.39,12.95,0.43
E01005751,E01005751 : Stockport 009E,5.78,23.70,3.41,23.25,23.25,16.26,13.20,2.07,11.92,0.37
E01005897,E01005897 : Stockport 010A,5.18,28.56,6.53,25.96,31.26,17.59,11.09,1.99,11.25,0.47
E01005898,E01005898 : Stockport 010B,5.87,32.39,26.77,34.38,23.37,14.86,11.03,2.07,11.48,0.58
E01005900,E01005900 : Stockport 010C,4.93,34.00,17.22,25.06,37.67,26.46,12.44,2.02,11.55,0.44
E01005903,E01005903 : Stockport 010D,5.12,43.40,61.75,8.10,6.18,6.34,12.14,2.14,11.78,0.50
E01005904,E01005904 : Stockport 010E,4.24,40.14,26.84,4.95,13.23,19.94,11.69,2.03,11.60,0.43
E01005853,E01005853 : Stockport 011A,5.95,35.26,15.52,12.99,39.16,22.39,16.11,2.21,13.20,0.44
E01005856,E01005856 : Stockport 011B,3.83,44.37,26.83,12.20,18.75,13.41,15.98,2.30,12.93,0.40
E01005860,E01005860 : Stockport 011C,2.97,55.60,10.39,8.86,10.20,7.84,17.00,2.22,13.37,0.43
E01005861,E01005861 : Stockport 011D,3.27,42.77,8.72,25.04,28.55,17.44,17.15,2.46,13.45,0.44
E01005752,E01005752 : Stockport 012A,4.71,23.00,10.46,16.01,41.84,25.52,13.48,2.09,11.73,0.48
E01005899,E01005899 : Stockport 012B,4.12,30.25,15.87,21.73,18.93,23.97,12.23,1.98,11.35,0.46
E01005901,E01005901 : Stockport 012C,3.36,31.08,25.84,8.13,12.62,12.44,13.22,2.09,11.97,0.43
E01005902,E01005902 : Stockport 012D,8.99,25.08,14.21,27.47,50.20,28.15,13.61,2.12,11.91,0.50
E01005905,E01005905 : Stockport 012E,9.78,20.05,4.15,45.02,55.06,29.78,13.61,2.12,11.91,0.45
E01005852,E01005852 : Stockport 013A,2.38,53.13,16.35,26.28,30.85,17.62,17.45,1.94,13.51,0.41
E01005854,E01005854 : Stockport 013B,2.45,58.38,11.98,36.91,13.02,10.08,16.83,2.07,13.22,0.43
E01005855,E01005855 : Stockport 013C,3.82,54.42,24.53,14.24,10.79,11.32,17.24,1.98,13.26,0.48
E01005857,E01005857 : Stockport 013D,4.73,50.70,52.90,4.68,15.67,12.12,16.53,2.01,13.19,0.45
E01005858,E01005858 : Stockport 013E,3.32,51.30,10.37,27.43,25.00,17.30,17.19,1.87,13.30,0.42
E01005757,E01005757 : Stockport 014A,6.59,27.56,2.34,56.12,42.64,27.27,16.09,2.38,12.94,0.30
E01005766,E01005766 : Stockport 014C,6.80,29.54,2.13,41.10,61.17,39.95,13.36,2.09,12.65,0.23
E01005918,E01005918 : Stockport 014D,22.31,19.52,1.56,12.35,85.73,63.43,17.02,2.43,13.11,0.47
E01033947,E01033947 : Stockport 014E,7.04,32.66,1.40,20.70,77.45,48.89,16.67,2.42,13.01,0.15
E01033948,E01033948 : Stockport 014F,12.89,26.77,0.23,0.81,89.31,62.43,15.52,2.44,12.97,0.19
E01005870,E01005870 : Stockport 015A,4.10,27.16,2.64,38.18,30.48,20.79,15.32,2.35,12.79,0.35
E01005871,E01005871 : Stockport 015B,5.39,28.38,4.65,68.11,29.68,21.26,14.88,2.30,12.63,0.34
E01005873,E01005873 : Stockport 015C,3.25,26.45,7.71,5.31,15.67,15.41,13.78,2.17,12.31,0.38
E01005875,E01005875 : Stockport 015D,2.92,27.02,5.83,20.86,16.77,15.54,14.13,2.19,12.41,0.34
E01005764,E01005764 : Stockport 016A,4.91,35.76,1.67,71.69,44.40,31.44,13.85,2.21,12.65,0.30
E01005816,E01005816 : Stockport 016B,4.22,34.86,3.11,82.32,41.87,24.89,15.78,2.79,12.62,0.23
E01005817,E01005817 : Stockport 016C,4.83,39.88,2.10,78.98,37.61,25.60,15.15,2.52,12.85,0.28
E01005822,E01005822 : Stockport 016D,8.22,30.45,1.16,34.17,75.05,51.40,15.64,2.55,12.97,0.13
E01005880,E01005880 : Stockport 017A,4.05,48.66,36.32,25.23,17.99,8.97,9.99,1.96,10.50,0.57
E01005881,E01005881 : Stockport 017B,3.53,56.28,88.28,1.41,4.03,5.25,10.96,2.02,10.95,0.51
E01005883,E01005883 : Stockport 017C,4.40,56.49,61.75,10.69,9.19,8.13,10.88,2.02,10.89,0.53
E01005908,E01005908 : Stockport 017D,1.61,57.83,51.10,17.71,6.43,4.23,9.12,1.90,10.05,0.69
E01005765,E01005765 : Stockport 018A,3.30,36.57,18.17,4.59,11.66,15.14,14.16,2.14,12.25,0.41
E01005818,E01005818 : Stockport 018B,5.31,29.33,5.81,22.50,36.36,19.67,13.74,1.91,11.84,0.37
E01005819,E01005819 : Stockport 018C,3.88,37.35,4.43,14.37,12.14,12.40,13.98,1.95,11.99,0.39
E01005820,E01005820 : Stockport 018D,3.70,35.95,3.73,29.86,30.06,26.79,15.24,2.42,12.43,0.38
E01005821,E01005821 : Stockport 018E,6.65,30.57,2.26,29.82,30.93,21.02,15.37,1.96,12.54,0.37
E01005823,E01005823 : Stockport 018F,5.09,33.41,5.37,40.59,37.25,25.88,15.24,2.42,12.43,0.39
E01005825,E01005825 : Stockport 019A,4.49,35.95,9.59,19.84,35.22,25.76,12.87,2.00,11.93,0.35
E01005872,E01005872 : Stockport 019B,5.48,24.13,1.25,67.88,34.63,24.34,15.75,2.43,12.97,0.24
E01005874,E01005874 : Stockport 019C,6.75,24.70,1.64,29.09,64.71,43.93,15.75,2.43,12.97,0.30
E01005876,E01005876 : Stockport 019D,4.50,24.32,3.96,32.01,18.32,13.70,13.53,2.09,12.11,0.42
E01005877,E01005877 : Stockport 019E,5.71,26.67,6.87,25.00,41.56,25.16,13.87,2.15,12.39,0.32
E01005878,E01005878 : Stockport 020A,5.03,29.08,15.60,40.71,36.60,24.05,10.16,1.92,10.90,0.49
E01005879,E01005879 : Stockport 020B,5.42,40.06,4.94,19.08,27.60,21.64,10.67,2.05,10.81,0.43
E01005882,E01005882 : Stockport 020C,3.42,51.65,71.57,3.63,4.22,7.10,10.85,1.96,10.94,0.49
E01005884,E01005884 : Stockport 020D,2.70,47.17,42.54,1.53,5.24,8.78,10.87,1.92,11.15,0.45
E01005885,E01005885 : Stockport 020E,3.89,46.06,15.72,29.26,22.69,21.77,10.70,2.07,10.82,0.35
E01005832,E01005832 : Stockport 021A,5.95,28.30,15.59,8.66,23.58,20.25,13.32,2.09,12.02,0.44
E01005833,E01005833 : Stockport 021B,2.83,28.75,52.05,10.58,35.71,21.86,13.67,2.12,12.09,0.50
E01005835,E01005835 : Stockport 021C,2.61,32.45,58.69,3.96,8.13,6.72,12.00,1.95,11.56,0.48
E01005837,E01005837 : Stockport 021D,4.03,27.74,16.42,9.94,14.74,8.58,12.76,2.07,11.79,0.41
E01005843,E01005843 : Stockport 021E,3.42,33.05,64.71,6.05,7.55,8.21,12.89,1.99,11.89,0.41
E01005769,E01005769 : Stockport 022A,4.55,49.78,1.78,61.53,32.40,16.31,15.77,1.90,12.77,0.39
E01005778,E01005778 : Stockport 022B,3.78,36.11,5.31,16.58,17.25,14.93,13.74,1.91,11.91,0.37
E01005779,E01005779 : Stockport 022C,4.97,36.51,2.90,8.01,14.82,10.75,13.26,1.84,11.64,0.41
E01005780,E01005780 : Stockport 022D,4.65,34.79,16.99,13.81,20.18,11.33,13.26,1.84,11.64,0.42
E01005781,E01005781 : Stockport 022E,4.60,24.08,7.40,45.86,61.99,41.99,13.19,1.83,11.56,0.48
E01005759,E01005759 : Stockport 023A,4.24,32.88,10.04,22.83,29.99,17.19,13.85,2.21,12.65,0.45
E01005760,E01005760 : Stockport 023B,6.76,30.68,1.93,66.02,46.20,33.07,13.21,2.02,12.66,0.30
E01005797,E01005797 : Stockport 023C,5.05,40.14,1.91,58.03,44.35,28.51,13.61,2.10,12.46,0.29
E01005800,E01005800 : Stockport 023D,4.15,43.86,17.15,13.81,14.10,12.17,12.59,1.89,12.01,0.49
E01005804,E01005804 : Stockport 023E,5.76,38.33,3.86,32.83,39.14,23.18,12.82,1.94,12.69,0.45
E01005824,E01005824 : Stockport 024A,4.29,26.30,3.58,15.80,20.88,16.45,13.53,2.09,12.11,0.40
E01005826,E01005826 : Stockport 024B,8.23,17.58,3.16,69.98,57.50,34.76,13.78,2.09,12.00,0.48
E01005827,E01005827 : Stockport 024C,2.42,31.25,28.51,9.28,10.60,11.14,13.21,2.07,11.95,0.41
E01005828,E01005828 : Stockport 024D,14.62,21.09,2.29,64.37,75.18,39.86,13.39,2.16,11.89,0.49
E01005829,E01005829 : Stockport 024E,6.79,28.63,7.09,35.22,42.02,26.92,13.47,2.18,11.83,0.46
E01005768,E01005768 : Stockport 025A,3.24,52.14,53.68,13.03,9.09,8.41,14.92,1.91,12.11,0.45
E01005770,E01005770 : Stockport 025B,3.77,44.66,17.77,8.18,23.43,19.06,15.11,1.94,12.82,0.46
E01005771,E01005771 : Stockport 025C,4.38,45.02,13.05,4.76,22.24,13.05,15.55,1.97,12.64,0.43
E01005775,E01005775 : Stockport 025D,2.54,53.28,26.79,5.14,8.22,11.51,14.30,1.93,11.86,0.51
E01005761,E01005761 : Stockport 026A,3.37,28.81,2.20,13.00,37.43,17.95,13.16,1.85,11.70,0.43
E01005762,E01005762 : Stockport 026B,6.38,23.91,12.27,12.02,53.50,31.29,13.98,2.17,12.25,0.41
E01005763,E01005763 : Stockport 026C,5.12,25.17,14.26,7.05,46.39,23.82,13.03,1.89,12.16,0.44
E01005799,E01005799 : Stockport 026D,7.24,27.00,10.71,7.00,57.22,32.19,12.86,1.88,11.95,0.48
E01005798,E01005798 : Stockport 027A,3.63,40.04,10.27,6.44,42.68,27.76,12.94,2.01,11.82,0.50
E01005801,E01005801 : Stockport 027B,4.40,41.66,13.41,24.02,23.69,20.45,13.53,2.20,11.58,0.32
E01005802,E01005802 : Stockport 027C,2.98,45.52,9.15,14.14,13.00,11.19,13.13,2.06,11.98,0.46
E01005803,E01005803 : Stockport 027D,1.09,48.39,37.61,2.36,6.07,8.43,13.03,2.04,11.33,0.51
E01005830,E01005830 : Stockport 027E,5.56,34.13,12.27,28.25,25.75,17.07,13.28,2.12,11.66,0.39
E01005831,E01005831 : Stockport 027F,4.02,36.13,6.33,23.27,24.41,18.36,13.28,2.12,11.69,0.37
E01005767,E01005767 : Stockport 028A,4.60,46.41,90.35,0.50,8.79,7.48,13.90,1.92,11.40,0.50
E01005772,E01005772 : Stockport 028B,4.37,47.43,45.61,1.40,16.11,15.29,13.71,1.84,11.71,0.50
E01005773,E01005773 : Stockport 028C,3.72,53.12,21.78,7.67,22.31,19.60,13.47,1.83,11.62,0.29
E01005774,E01005774 : Stockport 028D,6.25,31.41,7.42,12.36,54.11,32.14,13.47,1.83,11.62,0.52
E01005776,E01005776 : Stockport 028E,2.01,53.76,66.29,1.62,10.99,7.78,13.58,1.86,11.46,0.53
E01005909,E01005909 : Stockport 029A,2.60,50.63,39.36,20.36,11.13,11.99,10.17,1.95,10.47,0.57
E01005910,E01005910 : Stockport 029B,4.32,33.63,7.23,37.19,35.91,26.81,10.14,2.00,10.48,0.40
E01005911,E01005911 : Stockport 029C,3.03,38.79,27.02,9.93,8.99,11.58,10.10,1.90,10.76,0.49
E01005912,E01005912 : Stockport 029D,2.45,41.53,22.44,33.43,12.10,9.34,9.87,1.80,10.29,0.57
E01005782,E01005782 : Stockport 030A,4.22,39.76,49.06,10.46,13.94,9.81,13.24,1.84,11.33,0.46
E01005783,E01005783 : Stockport 030B,5.86,40.92,45.82,7.96,15.75,17.24,13.12,1.83,11.48,0.49
E01005784,E01005784 : Stockport 030C,1.38,48.53,64.42,6.20,6.96,7.31,13.14,1.84,11.51,0.51
E01005785,E01005785 : Stockport 030D,5.64,46.74,14.95,16.01,17.45,12.44,13.12,1.83,11.50,0.42
E01005786,E01005786 : Stockport 030E,2.52,48.61,20.54,2.10,30.73,16.73,13.12,1.83,11.54,0.43
E01005834,E01005834 : Stockport 031A,4.24,28.51,6.79,17.69,36.55,24.05,13.66,2.24,11.86,0.49
E01005836,E01005836 : Stockport 031B,5.41,33.06,26.04,14.32,20.80,17.57,12.60,2.29,11.65,0.47
E01005838,E01005838 : Stockport 031C,4.13,37.72,4.70,45.69,37.44,27.69,13.15,2.27,11.65,0.24
E01005840,E01005840 : Stockport 031D,5.21,36.13,3.65,20.70,33.51,26.31,13.15,2.27,11.65,0.28
E01005927,E01005927 : Stockport 032A,3.24,56.17,29.67,3.05,3.05,5.10,12.25,1.79,11.21,0.49
E01005928,E01005928 : Stockport 032B,6.48,34.96,7.21,44.29,34.53,18.68,12.43,1.80,11.28,0.50
E01005929,E01005929 : Stockport 032C,3.15,52.65,50.83,3.32,10.15,6.81,12.28,1.80,11.30,0.63
E01005930,E01005930 : Stockport 032D,4.50,55.57,80.13,3.01,6.83,3.85,11.42,1.72,10.96,0.55
E01005806,E01005806 : Stockport 033A,2.22,32.43,21.33,10.66,9.24,9.48,12.09,2.10,11.21,0.42
E01005813,E01005813 : Stockport 033B,4.32,42.73,43.07,5.51,14.83,7.69,13.70,2.25,11.33,0.49
E01005814,E01005814 : Stockport 033C,2.17,37.70,48.43,1.11,2.95,10.29,12.64,2.11,11.26,0.51
E01005815,E01005815 : Stockport 033D,3.41,35.43,25.90,2.06,6.86,8.56,12.25,2.20,11.45,0.47
E01005777,E01005777 : Stockport 034A,6.07,36.64,33.76,29.25,30.51,20.68,12.94,1.86,11.42,0.42
E01005787,E01005787 : Stockport 034B,3.19,53.37,80.17,1.04,4.58,3.13,13.25,1.88,11.52,0.53
E01005788,E01005788 : Stockport 034C,4.59,50.37,33.49,4.01,14.65,9.50,13.25,1.88,11.52,0.48
E01005790,E01005790 : Stockport 034D,5.24,35.37,25.49,23.92,31.83,17.65,13.03,1.90,11.45,0.48
E01005805,E01005805 : Stockport 035A,2.99,40.03,25.04,0.34,10.88,9.56,11.80,2.17,11.34,0.45
E01005807,E01005807 : Stockport 035B,4.47,38.49,52.88,3.04,3.35,8.47,11.53,2.12,11.24,0.45
E01005839,E01005839 : Stockport 035C,2.74,37.35,86.81,0.37,3.66,8.04,12.65,2.09,11.39,0.47
E01005841,E01005841 : Stockport 035D,3.64,33.96,29.82,8.29,15.42,12.12,11.87,2.13,11.34,0.43
E01005844,E01005844 : Stockport 036A,4.29,39.33,43.41,1.28,12.09,11.33,13.57,1.90,11.01,0.45
E01005845,E01005845 : Stockport 036B,4.55,37.64,24.14,6.20,12.40,11.78,13.86,1.92,11.05,0.41
E01005849,E01005849 : Stockport 036C,3.88,37.70,37.37,5.21,11.45,15.44,13.54,1.92,10.92,0.48
E01005851,E01005851 : Stockport 036D,5.65,38.50,35.70,3.97,9.95,9.44,14.43,1.94,11.07,0.45
E01005808,E01005808 : Stockport 037A,2.18,53.28,79.43,0.95,7.58,5.51,11.26,1.77,11.01,0.49
E01005809,E01005809 : Stockport 037B,4.52,46.50,46.51,10.98,10.40,4.20,10.90,1.72,10.71,0.45
E01005810,E01005810 : Stockport 037C,5.17,48.55,48.64,20.85,22.36,10.42,11.03,1.68,10.67,0.53
E01005811,E01005811 : Stockport 037D,2.28,41.92,38.79,1.11,14.63,9.70,12.85,2.02,11.33,0.50
E01005812,E01005812 : Stockport 037E,2.64,56.70,81.67,0.00,4.80,4.18,11.87,1.89,11.09,0.57
E01005842,E01005842 : Stockport 038A,2.19,33.73,37.20,5.64,9.15,10.65,10.82,1.97,11.04,0.51
E01005906,E01005906 : Stockport 038B,3.56,35.63,75.67,3.92,6.15,9.78,9.63,1.80,10.07,0.47
E01005907,E01005907 : Stockport 038C,3.67,32.48,58.16,4.52,9.69,10.18,10.02,1.80,10.35,0.45
E01005913,E01005913 : Stockport 038D,3.30,36.48,40.22,11.27,12.89,10.49,9.88,1.84,10.55,0.52
E01005789,E01005789 : Stockport 039A,2.74,51.88,28.65,5.87,14.48,15.14,12.71,1.84,11.37,0.45
E01005791,E01005791 : Stockport 039B,1.76,41.68,14.64,7.32,22.27,12.32,12.51,1.96,11.37,0.47
E01005793,E01005793 : Stockport 039C,2.20,40.13,11.50,6.87,19.94,13.06,12.35,2.01,11.43,0.45
E01005795,E01005795 : Stockport 039D,2.10,43.62,39.70,2.06,8.13,8.11,11.65,1.97,11.23,0.47
E01005796,E01005796 : Stockport 039E,2.22,50.69,39.96,2.01,10.87,8.42,12.81,1.81,11.31,0.46
E01005846,E01005846 : Stockport 040A,4.94,37.85,11.83,7.94,15.70,10.19,12.91,1.90,11.22,0.44
E01005847,E01005847 : Stockport 040B,5.49,31.94,5.89,22.77,18.37,11.78,13.54,1.92,10.71,0.41
E01005848,E01005848 : Stockport 040C,3.42,42.24,49.81,9.96,10.01,8.25,11.83,1.97,10.98,0.45
E01005850,E01005850 : Stockport 040D,6.22,32.98,18.83,23.17,31.54,18.89,12.01,1.85,10.57,0.46
E01005792,E01005792 : Stockport 041A,1.25,49.34,56.66,1.85,7.61,8.97,11.77,1.79,11.01,0.45
E01005794,E01005794 : Stockport 041B,2.64,47.01,43.11,0.80,7.58,8.98,11.74,1.84,11.06,0.42
E01005923,E01005923 : Stockport 041C,1.85,52.61,67.99,0.99,3.14,7.08,10.50,1.79,10.70,0.52
E01005931,E01005931 : Stockport 041D,2.88,49.49,38.64,2.84,12.40,12.91,11.04,1.70,10.71,0.50
E01005924,E01005924 : Stockport 042A,2.70,53.45,31.75,2.09,9.33,7.79,10.70,1.69,10.55,0.35
E01005925,E01005925 : Stockport 042B,4.65,48.03,51.06,5.89,17.90,17.24,10.09,1.64,10.44,0.50
E01005926,E01005926 : Stockport 042C,2.66,51.92,65.89,10.71,9.45,3.26,9.58,1.73,10.29,0.58
E01005932,E01005932 : Stockport 042D,3.24,50.60,60.84,0.19,6.08,7.62,10.04,1.61,10.42,0.45
E01006053,E01006053 : Tameside 001A,3.12,39.05,18.30,40.14,18.99,11.12,11.08,1.82,10.92,0.42
E01006054,E01006054 : Tameside 001B,5.44,27.68,8.93,33.13,42.33,30.86,12.00,1.89,11.41,0.46
E01006055,E01006055 : Tameside 001C,5.18,39.27,9.28,68.26,26.38,15.01,11.42,1.80,11.06,0.44
E01006057,E01006057 : Tameside 001D,3.83,34.34,8.98,49.55,19.26,13.93,11.29,1.90,11.07,0.39
E01006058,E01006058 : Tameside 001E,6.02,31.41,10.68,50.73,44.22,24.63,11.86,1.90,11.37,0.37
E01006059,E01006059 : Tameside 001F,5.41,33.73,6.49,54.43,23.10,16.11,13.03,2.20,11.59,0.38
E01005938,E01005938 : Tameside 002A,6.91,24.19,19.60,12.65,35.65,22.65,14.02,2.11,12.27,0.59
E01005939,E01005939 : Tameside 002B,4.47,30.93,60.00,0.83,13.13,12.45,15.75,2.19,12.99,0.39
E01005940,E01005940 : Tameside 002C,3.38,26.21,35.86,3.87,22.39,18.55,16.28,2.24,12.99,0.37
E01005955,E01005955 : Tameside 002D,2.85,31.89,36.92,1.28,12.02,11.54,16.81,2.29,12.99,0.41
E01006056,E01006056 : Tameside 003A,9.69,19.32,2.19,15.94,69.18,32.80,9.91,1.68,10.90,0.53
E01006061,E01006061 : Tameside 003B,6.76,25.32,24.08,37.14,45.36,25.51,12.48,2.46,11.23,0.49
E01006062,E01006062 : Tameside 003C,2.68,31.42,38.64,22.59,12.45,8.26,10.13,1.73,10.21,0.46
E01006063,E01006063 : Tameside 003D,4.37,29.86,12.15,14.96,11.80,10.74,16.30,3.28,12.34,0.52
E01005936,E01005936 : Tameside 004A,3.91,28.74,38.82,16.93,19.84,13.95,14.48,2.35,12.60,0.42
E01005937,E01005937 : Tameside 004B,7.78,25.11,16.62,33.24,44.52,25.21,14.34,2.40,12.34,0.44
E01005945,E01005945 : Tameside 004C,9.99,19.43,5.86,27.83,56.93,36.13,17.46,2.80,13.11,0.45
E01005946,E01005946 : Tameside 004D,6.28,23.10,9.81,53.97,43.64,34.54,18.25,2.48,13.29,0.34
E01005947,E01005947 : Tameside 004E,7.52,19.90,3.81,70.73,64.45,48.10,18.73,2.49,13.29,0.21
E01005954,E01005954 : Tameside 005A,4.83,17.86,3.68,30.13,51.77,36.09,16.39,2.16,13.14,0.42
E01005956,E01005956 : Tameside 005B,3.18,22.45,15.90,23.08,17.86,17.44,16.26,2.24,12.96,0.46
