LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,high_ses_percent,overcrowded_percent,no_car_ratio_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01006135,E01006135 : Trafford 028B,3.58,53.84,65.44,5.38,13.67,51.63 ,1.23 ,5.69,11.88,1.59,11.28,0.58
E01006136,E01006136 : Trafford 028C,2.9,56.24,72.9,7.42,12.12,54.66 ,2.41 ,4.85,11.69,1.6,11.58,0.57
E01006137,E01006137 : Trafford 028D,2.23,55.85,94.39,1.87,12.27,53.32 ,1.87 ,3.74,10.82,1.56,11.1,0.58
E01006138,E01006138 : Trafford 028E,4.29,48.2,29.36,8.97,30.56,45.74 ,2.31 ,18.8,12.48,1.67,11.53,0.56
E01006315,E01006315 : Wigan 001A,1.8,37.19,36.42,5.71,10.32,41.57 ,1.54 ,5.4,10.15,1.9,12.5,0.46
E01006316,E01006316 : Wigan 001B,3.88,40.76,52.26,11.64,10.45,44.78 ,1.42 ,6.41,11.37,1.97,13.53,0.43
E01006317,E01006317 : Wigan 001C,3.82,25.54,11.59,18.76,25.17,28.53 ,2.21 ,17.82,10.18,1.88,12.77,0.4
E01006319,E01006319 : Wigan 001D,2.97,39.28,63.7,16.44,17.29,43.51 ,1.54 ,7.01,11.26,1.9,13.39,0.43
E01006229,E01006229 : Wigan 002A,4.88,38.05,47.92,20.49,18.34,40.62 ,1.85 ,14,10.92,2.11,12.9,0.48
E01006230,E01006230 : Wigan 002B,2.94,43.07,57.71,7.07,12.33,48.58 ,1.28 ,7.35,10.06,2.01,11.97,0.49
E01006233,E01006233 : Wigan 002C,3.14,45.65,65.07,1.6,4.08,49.71 ,0.53 ,6.03,10.64,2.28,12.51,0.49
E01006237,E01006237 : Wigan 002D,3.88,40.28,49.5,10.9,10.03,47.45 ,0.88 ,6.78,9.61,1.95,12.36,0.45
E01006238,E01006238 : Wigan 002E,7.07,22.84,3.35,32.04,53.62,21.57 ,6.70 ,29.89,10.51,1.89,12.65,0.43
E01006259,E01006259 : Wigan 003A,3.27,30.21,38.99,13.18,21.12,31.77 ,2.36 ,10.65,11.13,2.39,13.07,0.47
E01006312,E01006312 : Wigan 003B,4.07,31,37.66,7.53,10.27,37.99 ,0.64 ,12.18,11.25,2.13,13.05,0.39
E01006313,E01006313 : Wigan 003C,5.52,32.52,15.62,44.48,41.02,31.77 ,4.07 ,18.34,11.76,1.89,13.12,0.46
E01006314,E01006314 : Wigan 003D,3.21,35.31,33.46,6.54,14.23,41.43 ,2.77 ,11.08,10.89,2,12.88,0.47
E01006318,E01006318 : Wigan 003E,3.84,29.85,23.66,5.05,7.41,37.98 ,0.63 ,12.13,11.33,1.94,13.83,0.4
E01006320,E01006320 : Wigan 003F,1.79,34.56,28.24,6.22,7.64,39.37 ,0.89 ,8.9,10.19,2.43,12.89,0.45
E01006321,E01006321 : Wigan 003G,1.66,40.02,48.91,1.31,9.01,43.95 ,0.58 ,9.58,10.21,2.14,12.07,0.44
E01006231,E01006231 : Wigan 004A,3.29,34.65,42.97,15.47,13.59,37.34 ,1.72 ,9.73,10.13,2.11,11.74,0.58
E01006232,E01006232 : Wigan 004B,2.84,40.9,30.3,22.78,17.02,45.44 ,1.48 ,5.42,10.35,2.13,12.01,0.61
E01006234,E01006234 : Wigan 004C,5.26,22.13,20.49,17.29,22.7,26.35 ,3.18 ,19.51,10.2,2.26,12.41,0.4
E01006235,E01006235 : Wigan 004D,4.44,21.9,10.1,9.82,54.53,21.85 ,4.41 ,28.85,10.7,2.25,12.03,0.49
E01006253,E01006253 : Wigan 005A,7.53,19.48,8.14,19.23,42.28,19.56 ,4.01 ,25.96,11.26,2.54,13.33,0.39
E01006254,E01006254 : Wigan 005B,9.96,19.18,4.89,25.12,64.05,14.74 ,5.56 ,35.13,11.23,2.54,13.19,0.46
E01006255,E01006255 : Wigan 005C,3.3,28.53,16.89,33.03,14.46,33.10 ,1.21 ,16.84,12.29,3.16,13.64,0.36
E01006256,E01006256 : Wigan 005D,4.32,25.28,15.77,26.82,40.94,27.29 ,2.56 ,15.19,11.52,2.83,13.64,0.39
E01006260,E01006260 : Wigan 005E,7.29,19.33,12.18,29.11,47.88,20.74 ,3.46 ,28.82,11.03,2.45,12.97,0.43
E01006370,E01006370 : Wigan 006A,4.78,39.03,6.23,24.5,58.97,33.14 ,8.25 ,39.92,13.31,2.62,12.84,0.26
E01006372,E01006372 : Wigan 006B,2.4,48.73,66.11,1.82,8.64,51.89 ,0.30 ,5.47,11.29,2.45,12.61,0.53
E01006373,E01006373 : Wigan 006C,3.82,41.79,11.99,20.66,14.69,42.41 ,0.47 ,12.7,13.11,2.86,13.18,0.42
E01006374,E01006374 : Wigan 006D,2.3,38.74,12.87,10.36,10.95,44.23 ,0.15 ,10.67,13.11,2.86,13.18,0.36
E01006390,E01006390 : Wigan 006E,4.12,22.89,11.57,21.59,38.91,22.77 ,2.86 ,26.66,13.07,2.57,12.87,0.39
E01006236,E01006236 : Wigan 007A,2.24,34.7,43.02,23.88,10.36,40.52 ,1.73 ,9.06,11.17,2.54,12.78,0.56
E01006388,E01006388 : Wigan 007B,4.99,22.36,15.12,18.09,38.61,24.19 ,2.48 ,21.93,11.89,2.53,13.1,0.4
E01006389,E01006389 : Wigan 007C,4.4,24.45,36.29,1.97,23.08,27.19 ,2.56 ,12.2,12.58,2.86,14,0.41
E01006391,E01006391 : Wigan 007D,3.19,22.47,10.36,14.56,13.83,25.42 ,2.71 ,14.74,12.34,2.68,13.54,0.35
E01006257,E01006257 : Wigan 008A,4.66,30,5.07,65.67,26.78,30.05 ,2.07 ,20.64,12.21,3.4,14.31,0.25
E01006258,E01006258 : Wigan 008B,3.93,22.6,15.47,42.9,29.01,25.99 ,1.83 ,25.95,12.25,3.28,13.98,0.32
E01006369,E01006369 : Wigan 008C,6.92,24.37,4.12,54.79,64.97,22.13 ,6.32 ,42.86,12.91,3.01,13.73,0.22
E01006371,E01006371 : Wigan 008D,5.13,30.83,3.54,78.46,22.58,30.56 ,3.24 ,20.65,12.21,3.4,14.31,0.26
E01006375,E01006375 : Wigan 008E,4.15,37.16,6.72,27.42,32.75,38.42 ,2.28 ,20.91,13.69,2.93,13.75,0.31
E01006306,E01006306 : Wigan 009A,10.48,15.77,3.25,46.51,74.88,14.43 ,5.53 ,50.96,12.32,2.81,13.37,0.3
E01006307,E01006307 : Wigan 009B,7,17.03,12.03,20.43,49.02,19.06 ,4.60 ,29.49,12.02,2.66,12.68,0.36
E01006386,E01006386 : Wigan 009C,15.99,14.05,2.36,20.52,87.45,9.81 ,7.94 ,63.13,13.1,2.74,13.43,0.42
E01006387,E01006387 : Wigan 009D,5.6,21.25,7.5,52.71,36.82,22.31 ,3.14 ,28.97,13.44,2.73,13.55,0.35
E01006392,E01006392 : Wigan 009E,10.37,17.66,5,47.67,68.95,12.59 ,6.50 ,42.9,12.41,2.83,13.52,0.41
E01006350,E01006350 : Wigan 010A,10.96,14.68,3.39,24.25,67.93,11.73 ,9.08 ,38.21,12.04,3.19,14.08,0.47
E01006351,E01006351 : Wigan 010B,10.15,17.23,5.06,7.93,80.23,11.89 ,7.46 ,44.02,11.82,2.66,13.59,0.45
E01006357,E01006357 : Wigan 010C,10.16,12.21,4.35,28.3,74.81,11.03 ,6.84 ,42.92,12.22,2.55,13.56,0.47
E01006360,E01006360 : Wigan 010D,11.93,14.57,5.94,41.88,72.21,9.27 ,5.35 ,46.88,12.41,2.19,13.16,0.43
E01006361,E01006361 : Wigan 010E,8.52,15.95,5.6,44.93,65.96,12.15 ,6.51 ,40.52,11.83,2.45,13.47,0.41
E01006356,E01006356 : Wigan 011A,6.9,14.42,2.98,26.27,47.82,13.95 ,4.72 ,32.34,12.06,2.22,13.31,0.45
E01006396,E01006396 : Wigan 011B,2.79,24.92,41.56,13.58,17,29.60 ,2.17 ,7.67,12.21,2.05,13.13,0.4
E01006397,E01006397 : Wigan 011C,7.14,15.19,1.77,41.7,53.79,14.47 ,7.26 ,32.45,13.45,2,13.16,0.43
E01006398,E01006398 : Wigan 011D,5.81,16.83,6.37,22.38,47.13,17.58 ,4.10 ,31.97,12.17,2.07,13.39,0.4
E01006399,E01006399 : Wigan 011E,4.8,27.31,11.59,38.63,37.71,27.48 ,4.58 ,24.61,11.58,2.17,13.42,0.42
E01006305,E01006305 : Wigan 012A,11.61,15.1,4.91,3.57,62.43,14.60 ,4.89 ,34.12,11.83,2.65,12.89,0.43
E01006308,E01006308 : Wigan 012B,6.44,16.32,8.3,46.78,54.43,13.91 ,6.31 ,36.15,11.56,2.62,12.72,0.3
E01006309,E01006309 : Wigan 012C,7.72,17.68,8.12,40.43,52.09,15.84 ,7.43 ,31.64,11.72,2.63,12.79,0.4
E01006310,E01006310 : Wigan 012D,6.94,18.53,4.64,42.76,56.4,14.70 ,5.77 ,33.05,11.72,2.51,12.69,0.39
E01006311,E01006311 : Wigan 012E,6.32,16.76,7.23,15.41,45.43,15.67 ,7.56 ,27.63,12.44,2.88,13.51,0.45
E01006269,E01006269 : Wigan 013A,5.19,19.79,17.09,23.69,41.81,22.43 ,5.37 ,31.01,11.25,2.68,12.63,0.37
E01006271,E01006271 : Wigan 013B,2.69,28.99,25.1,27.77,21.02,32.53 ,2.14 ,17.67,11.29,2.7,13.04,0.4
E01006272,E01006272 : Wigan 013C,5.8,20.82,8.3,54.94,40.63,22.20 ,5.38 ,27.33,11.13,2.58,12.69,0.32
E01006273,E01006273 : Wigan 013D,7.34,19.98,14.31,40.18,40.4,19.04 ,4.57 ,20.7,11.35,2.89,13.17,0.47
E01006276,E01006276 : Wigan 013E,4.61,26.54,34.49,34.27,20.27,29.52 ,2.81 ,13.58,10.79,2.49,12.97,0.37
E01006353,E01006353 : Wigan 014A,3.07,21.76,11.48,26.44,25.64,23.45 ,2.11 ,22.96,11.85,2.44,13.45,0.34
E01006354,E01006354 : Wigan 014B,6.42,18.63,3.03,34.61,46.74,19.08 ,4.89 ,31.06,11.69,2.42,13.35,0.3
E01006355,E01006355 : Wigan 014C,4.65,21.56,6.04,42.59,28.78,22.37 ,3.31 ,22.01,11.84,2.35,13.77,0.3
E01006358,E01006358 : Wigan 014D,3.44,18.11,14.21,23.32,41.17,19.53 ,3.14 ,26.35,11.71,2.21,13.73,0.31
E01006359,E01006359 : Wigan 014E,5.9,19.77,5.24,36.49,38.82,20.22 ,4.89 ,29.8,11.83,2.3,14.02,0.33
E01006349,E01006349 : Wigan 015A,4.46,31.89,7.3,29.39,47.78,27.43 ,3.54 ,28.97,12.15,2.93,13.5,0.2
E01006352,E01006352 : Wigan 015B,5.09,24.22,6.67,61.22,41.59,21.61 ,4.15 ,27.1,12.09,3.08,13.97,0.31
E01006404,E01006404 : Wigan 015C,5.39,20.16,9.95,46.87,46.79,21.34 ,4.49 ,28.34,12.36,2.36,13.31,0.4
E01006405,E01006405 : Wigan 015D,6.02,18.41,12.25,45.83,44.56,20.41 ,5.20 ,30.05,12.47,2.46,12.84,0.4
E01006411,E01006411 : Wigan 015E,14.63,17.18,4.92,41.13,74.63,13.79 ,4.47 ,48.14,12.48,2.58,13.51,0.44
E01006270,E01006270 : Wigan 016A,8.57,15.74,8.37,7.74,52.05,17.57 ,3.00 ,33.7,11.02,2.77,13.13,0.49
E01006274,E01006274 : Wigan 016B,7.12,15.91,3.88,54.18,53.5,15.91 ,10.60 ,34.23,10.85,2.54,12.82,0.33
E01006275,E01006275 : Wigan 016C,8.28,14.13,4.53,35.38,63.34,14.30 ,6.29 ,36.16,10.91,2.63,13.13,0.46
E01006277,E01006277 : Wigan 016D,4.17,29.2,72.59,6.96,12.72,37.27 ,2.37 ,6.81,10.73,2.42,13.04,0.43
E01006286,E01006286 : Wigan 016E,4.44,18.4,7.43,9.43,22.11,21.90 ,1.72 ,16.71,10.8,2.52,12.94,0.39
E01006239,E01006239 : Wigan 017A,11.65,17.69,3.41,30.66,65.67,16.61 ,4.60 ,41.5,11.71,2.1,12.28,0.39
E01006240,E01006240 : Wigan 017B,11.11,14.55,2.64,16.36,67.55,10.93 ,9.80 ,33.83,11.6,2.09,12.24,0.53
E01006241,E01006241 : Wigan 017C,6.49,27.18,11.98,14.43,41.16,27.34 ,8.90 ,22.17,11.54,2.2,12.28,0.42
E01006287,E01006287 : Wigan 017D,3.18,25.96,34.65,0.41,7.05,34.04 ,1.87 ,8.3,11.72,1.99,12.33,0.4
E01006289,E01006289 : Wigan 017E,12.13,16.57,4.07,30.09,66.17,15.80 ,4.33 ,41.32,11.72,1.99,12.33,0.45
E01006362,E01006362 : Wigan 018A,4.55,32.15,16.87,16.74,12.86,37.67 ,1.51 ,12.74,11.88,2,13.31,0.4
E01006363,E01006363 : Wigan 018B,1.86,27.41,7.16,1.97,6.6,34.03 ,0.70 ,15.27,11.92,2.18,13.04,0.35
E01006364,E01006364 : Wigan 018C,3.5,31.75,20.96,29.64,35.79,32.38 ,3.62 ,20.29,11.26,2.23,13.36,0.41
E01006365,E01006365 : Wigan 018D,3.81,39.48,52.75,18.12,13.78,42.64 ,1.37 ,10.19,10.34,2.06,13.32,0.4
E01006366,E01006366 : Wigan 018E,3.11,32.5,17.59,27.7,29.72,35.56 ,2.07 ,17.65,10.06,2.06,13.23,0.45
E01006367,E01006367 : Wigan 018F,2.45,35.72,28.46,19.79,9.46,41.03 ,1.94 ,8.93,10.03,2.17,13.26,0.43
E01006368,E01006368 : Wigan 018G,3.92,32.94,29.89,18.59,18.96,35.93 ,2.19 ,11.3,10.96,2.21,13.4,0.42
E01006278,E01006278 : Wigan 019A,5.37,19.09,5.23,28.86,26.65,22.16 ,3.76 ,19.62,10.96,2.27,12.59,0.31
E01006279,E01006279 : Wigan 019B,2.99,25.25,27.07,14.87,11.42,32.12 ,1.56 ,9.23,10.96,2.27,12.59,0.32
E01006280,E01006280 : Wigan 019C,5.36,18.53,6.28,23.08,27.7,18.97 ,2.65 ,20.66,10.58,2.28,12.65,0.35
E01006281,E01006281 : Wigan 019D,2.63,25.41,26.2,25.06,13.1,32.89 ,3.15 ,7.93,11.94,2.39,12.72,0.39
E01006285,E01006285 : Wigan 019E,2.87,26.32,40.95,6.32,8,30.75 ,1.22 ,9.84,11.04,2.61,12.89,0.36
E01006406,E01006406 : Wigan 020A,3.06,17.46,4.03,10,15.67,21.58 ,0.81 ,13.99,12.2,2.48,12.69,0.33
E01006407,E01006407 : Wigan 020B,3.54,22.63,5.71,8.07,9.26,25.16 ,2.86 ,9.08,12.2,2.36,12.97,0.37
E01006408,E01006408 : Wigan 020C,5.67,20.48,5.26,25.28,44.03,20.06 ,3.84 ,25.43,12.78,2.35,13.32,0.46
E01006409,E01006409 : Wigan 020D,3.59,21.25,7.64,3.13,8.52,28.09 ,1.04 ,13.22,12.95,2.21,13.34,0.33
E01006410,E01006410 : Wigan 020E,3.09,28.34,60.3,9.74,8.07,32.76 ,1.50 ,10.3,13.64,2.19,13.71,0.4
E01006393,E01006393 : Wigan 021A,3.72,25.74,21.09,2.8,12.87,32.60 ,2.30 ,9.06,12.06,2.04,14.06,0.37
E01006394,E01006394 : Wigan 021B,3.82,32.12,44.43,8.51,6.67,37.62 ,1.55 ,10.54,11.03,2.04,14.09,0.41
E01006395,E01006395 : Wigan 021C,2.05,35.85,56.63,3.34,5.07,42.12 ,1.51 ,4.43,11.42,2,13.33,0.41
E01006400,E01006400 : Wigan 021D,2.71,35.2,39.92,4.53,9.6,40.82 ,1.51 ,5.21,12.13,2.21,13.74,0.37
E01006401,E01006401 : Wigan 021E,2.17,26.51,17.68,10.89,6.25,31.82 ,1.79 ,10.2,10.82,2.19,13.83,0.45
E01006402,E01006402 : Wigan 021F,2.57,26.69,20.64,0.21,3.82,33.79 ,1.91 ,6.81,11.8,2.17,14.42,0.39
E01006403,E01006403 : Wigan 021G,3.19,24.23,25.11,0.74,7.69,28.53 ,1.33 ,10.49,13.04,2.13,13.34,0.34
E01006290,E01006290 : Wigan 022A,2.33,26.95,10.58,30.13,14.08,32.07 ,2.40 ,14.72,11.59,1.95,12.36,0.38
E01006291,E01006291 : Wigan 022B,6.92,21.26,4.1,47,37.85,21.91 ,4.52 ,26.82,11.55,1.99,12.26,0.28
E01006292,E01006292 : Wigan 022C,4.41,20.73,8.72,36.39,19.41,26.06 ,2.29 ,17.2,11.49,1.98,12.09,0.37
E01006293,E01006293 : Wigan 022D,6.84,23.79,12.95,43.33,42.36,26.80 ,4.24 ,29.08,11.35,2,12.05,0.4
E01006242,E01006242 : Wigan 023A,4.31,24,3.9,46.73,30.57,28.15 ,4.60 ,19.91,11.65,2.08,12.36,0.32
E01006243,E01006243 : Wigan 023B,3.38,27.25,19.63,31.31,20.79,33.66 ,1.43 ,10.17,12.04,2.18,12.54,0.41
E01006244,E01006244 : Wigan 023C,5.81,19.09,5.96,56.52,49.78,19.71 ,5.40 ,40.22,11.52,1.98,12.37,0.23
E01006245,E01006245 : Wigan 023D,4.06,27.98,24.55,31.52,29.54,32.84 ,2.06 ,15.26,12.57,2.18,12.54,0.41
E01006213,E01006213 : Wigan 024A,8.85,16.81,9.29,43.86,61.65,15.21 ,5.87 ,35,11.24,2.56,12.76,0.47
E01006215,E01006215 : Wigan 024B,6.87,16.85,8.87,51.39,56.92,16.15 ,4.49 ,30.26,11.77,2.59,13.35,0.42
E01006217,E01006217 : Wigan 024C,5.39,20.52,23.48,28.39,38.45,22.58 ,5.03 ,21.56,11.32,2.55,12.45,0.37
E01006218,E01006218 : Wigan 024D,5.08,21.68,18.46,54.89,43.79,20.87 ,4.61 ,25.33,11.34,2.55,12.85,0.36
E01006219,E01006219 : Wigan 024E,5.06,20.72,3.07,16.67,17.56,20.44 ,2.10 ,16.06,11.28,2.41,13.46,0.35
E01006288,E01006288 : Wigan 025A,7.87,21.59,4.49,15.3,62.45,18.73 ,7.27 ,29.16,11.71,1.92,11.97,0.43
E01006294,E01006294 : Wigan 025B,4.86,25.45,12.76,64.91,45.66,27.64 ,6.48 ,23.05,11.7,1.9,11.75,0.27
E01006295,E01006295 : Wigan 025C,4.46,22.56,3.39,63.99,47,23.42 ,6.37 ,32.46,11.64,1.97,11.74,0.32
E01006377,E01006377 : Wigan 025D,3.06,33.16,51.14,10.5,9.41,39.48 ,1.21 ,8.97,12.12,1.86,12.1,0.46
E01006378,E01006378 : Wigan 025E,2.93,29.05,35.07,2.52,8.11,33.54 ,0.84 ,11.43,12.3,1.88,12.14,0.4
E01006212,E01006212 : Wigan 026A,4.5,20.63,15.92,6.85,18.38,24.89 ,2.93 ,13.23,11.12,2.36,13.24,0.42
E01006214,E01006214 : Wigan 026B,6.3,19.14,5.1,62.34,40.89,20.55 ,6.22 ,22.86,11.96,2.67,13.67,0.34
E01006216,E01006216 : Wigan 026C,5.09,24.48,20.11,16.57,23.6,28.60 ,2.85 ,10.4,11.24,2.34,12.9,0.37
E01006322,E01006322 : Wigan 026D,6.37,23.87,11.9,26.32,44.46,23.56 ,3.66 ,22.4,10.78,2.16,12.46,0.47
E01006329,E01006329 : Wigan 026E,7.68,19.42,8.62,24.44,43.33,15.97 ,5.12 ,24.13,10.76,2.23,12.55,0.45
E01006282,E01006282 : Wigan 027A,4.91,23.48,26.2,30.35,32.44,25.89 ,5.07 ,20.67,11.88,2.23,12.77,0.45
E01006283,E01006283 : Wigan 027B,8.56,20.87,24.58,29.58,50.49,19.21 ,7.21 ,30.89,11.7,2.11,12.45,0.4
E01006284,E01006284 : Wigan 027C,5.92,20.13,3.13,11.61,44.28,17.56 ,7.58 ,25.71,11.04,2.18,12.77,0.38
E01006336,E01006336 : Wigan 027D,11.21,13.43,2.85,61.25,77.29,10.55 ,7.12 ,43.73,12.71,2.28,12.77,0.36
E01006337,E01006337 : Wigan 027E,4.97,25.94,13.75,30.19,27.84,29.90 ,3.14 ,18.98,12.91,2.26,12.65,0.39
E01006376,E01006376 : Wigan 028A,6.69,19.68,10.32,24.48,49.32,22.89 ,4.77 ,22.44,11.72,1.96,11.86,0.46
E01006381,E01006381 : Wigan 028B,3.78,35.48,58.03,11.4,14.25,41.94 ,1.68 ,7.02,11.69,2,11.7,0.44
E01006382,E01006382 : Wigan 028C,2.13,35.27,34.57,0.39,4.3,41.63 ,0.78 ,8.79,11.94,1.83,12.23,0.47
E01006383,E01006383 : Wigan 028D,5.85,29.25,24.08,1.28,19.39,33.65 ,3.05 ,9.49,11.67,1.9,11.55,0.39
E01006384,E01006384 : Wigan 028E,3.94,30.17,13.92,4.92,16.21,35.05 ,1.54 ,7.68,11.74,1.87,11.81,0.41
E01006250,E01006250 : Wigan 029A,2.64,35.7,33.08,14.19,11.39,41.05 ,1.20 ,8.11,12.08,2.07,11.81,0.41
E01006251,E01006251 : Wigan 029B,3.89,32.28,40,25.65,12.84,36.35 ,1.83 ,7.94,11.4,1.99,11.59,0.53
E01006379,E01006379 : Wigan 029C,4.73,29.63,16.11,19.01,15.26,33.36 ,3.33 ,11.77,13.09,2.09,12.13,0.38
E01006380,E01006380 : Wigan 029D,3.69,36.26,32.17,18.26,34.03,40.32 ,1.48 ,16.7,12.75,2.09,12.05,0.36
E01006385,E01006385 : Wigan 029E,3.41,29.59,18.5,4,8.47,35.25 ,1.00 ,8.97,11.74,1.88,11.86,0.4
E01006328,E01006328 : Wigan 030A,9.75,19.48,2.99,70.13,54.89,16.41 ,6.83 ,40.31,12.04,2.12,12.29,0.19
E01006333,E01006333 : Wigan 030B,7.95,22.31,5.52,56.02,56.02,19.05 ,6.51 ,38.95,12.7,2.22,12.51,0.18
E01006334,E01006334 : Wigan 030C,9.14,19.12,3.42,75.86,60.16,16.79 ,7.65 ,39.44,12.08,2.18,12.59,0.19
E01006338,E01006338 : Wigan 030D,7.48,24.38,5.34,50.89,43.44,23.60 ,3.19 ,30.65,12.51,2.23,12.61,0.29
E01006248,E01006248 : Wigan 031A,9.69,24.21,14.16,21.58,54.5,21.20 ,6.54 ,32.94,12.15,2.13,12.22,0.51
E01006249,E01006249 : Wigan 031B,6.49,22.39,9.45,17.69,44.58,21.46 ,4.36 ,28.12,12.25,2.07,12.31,0.5
E01006330,E01006330 : Wigan 031C,1.31,28.71,35.74,8.56,11.49,35.90 ,1.65 ,10.33,12.93,2.26,12.57,0.41
E01006331,E01006331 : Wigan 031D,1.75,33.2,41.34,3.9,5.62,37.96 ,2.65 ,8.45,13.24,2.28,12.55,0.48
E01006332,E01006332 : Wigan 031E,3.85,26.67,18.7,26.07,35.75,30.73 ,2.31 ,22.88,12.91,2.25,12.49,0.33
E01006262,E01006262 : Wigan 032A,6.14,21.72,24.93,23.22,47.86,23.87 ,3.13 ,24.4,13.35,2.44,13.76,0.42
E01006263,E01006263 : Wigan 032B,2.44,30.36,32.92,3.42,6.4,34.61 ,1.88 ,12.01,13.98,2.75,14.3,0.45
E01006266,E01006266 : Wigan 032C,3.98,21.39,9.42,11.5,9.74,26.25 ,1.44 ,13.88,12.86,2.29,13.66,0.33
E01006267,E01006267 : Wigan 032D,7.37,16.36,2.61,17.01,64.56,15.27 ,6.71 ,36.03,13.7,2.4,14.09,0.45
E01006268,E01006268 : Wigan 032E,6.16,25.39,26.61,35.19,31.43,27.59 ,2.29 ,18.86,13.78,2.69,14.16,0.37
E01006323,E01006323 : Wigan 033A,5.95,17.07,3.74,6.85,45.78,18.54 ,3.58 ,23.05,11.1,2.06,12.2,0.36
E01006324,E01006324 : Wigan 033B,6.18,19.05,3.15,38.74,44.44,18.85 ,2.52 ,28.08,12.04,2.12,12,0.35
E01006325,E01006325 : Wigan 033C,6.07,22.34,9.89,25.27,23.19,21.72 ,3.30 ,17.01,11.66,2.19,12.42,0.38
E01006326,E01006326 : Wigan 033D,7.56,17.6,2.73,85.34,45.26,18.66 ,4.02 ,36.01,12.04,2.12,12.29,0.23
E01006327,E01006327 : Wigan 033E,5.27,29.25,10.51,25,45.59,27.61 ,4.73 ,22.68,11.54,2.33,12.77,0.41
E01006246,E01006246 : Wigan 034A,6.12,21.79,11.14,30.5,33.8,23.55 ,3.21 ,24.83,12.14,2.05,12.19,0.42
E01006247,E01006247 : Wigan 034B,3.83,22.94,19.93,9.42,15.58,29.23 ,2.37 ,11.75,12.04,2.13,12.56,0.41
E01006252,E01006252 : Wigan 034C,4.85,26.69,16.51,36.06,14.72,30.94 ,1.28 ,15.52,13.26,2.29,12.63,0.41
E01006297,E01006297 : Wigan 034D,6.13,19.61,1.76,64.14,61.03,17.43 ,5.28 ,32.61,12.04,2.09,12.42,0.29
E01006335,E01006335 : Wigan 034E,6.06,20.44,6.52,64.15,46.28,21.93 ,6.65 ,29.86,12.99,2.22,12.63,0.25
E01006220,E01006220 : Wigan 035A,7.82,18.98,10.66,19.61,45.87,17.48 ,3.95 ,22.89,13.13,2.88,14.24,0.42
E01006221,E01006221 : Wigan 035B,4.62,24.4,9.96,25.4,22.54,29.85 ,3.77 ,16.81,13.72,2.86,14.24,0.36
E01006222,E01006222 : Wigan 035C,4.06,26.99,44.32,5.36,8.36,32.85 ,1.26 ,11.36,13.45,3.16,14.26,0.4
E01006224,E01006224 : Wigan 035D,2.48,32.4,56.8,0.2,8.82,38.32 ,1.21 ,4.6,14.49,2.56,15.03,0.42
E01006226,E01006226 : Wigan 035E,3.04,24.33,14.06,19.76,20.4,29.37 ,2.12 ,17.62,14.61,2.55,14.9,0.39
E01006223,E01006223 : Wigan 036A,4.81,27.64,13.18,41.5,31.23,27.69 ,3.17 ,22.69,14,2.56,14.36,0.3
E01006225,E01006225 : Wigan 036B,3.33,31.82,42.34,13.44,15.96,39.41 ,2.34 ,13.28,13.16,2.58,13.96,0.43
E01006261,E01006261 : Wigan 036C,4.14,20.8,6.62,32.31,32,22.66 ,5.06 ,19.72,13.7,2.4,14.09,0.38
E01006264,E01006264 : Wigan 036D,2.17,30.54,46.21,3.3,4.67,38.51 ,1.54 ,7.96,12.63,2.41,13.69,0.42
E01006265,E01006265 : Wigan 036E,5.15,25.74,15.78,51.53,25.56,25.74 ,4.66 ,19.74,12.67,2.56,13.68,0.37
E01006296,E01006296 : Wigan 037A,8.91,17.5,4.93,50.65,62.24,16.71 ,4.80 ,34.5,12.34,2.13,12.34,0.35
E01006298,E01006298 : Wigan 037B,8.58,20.23,2.79,43.02,60.21,19.73 ,3.82 ,37.7,12.04,2.12,12.19,0.36
E01006299,E01006299 : Wigan 037C,3.89,34.81,13.32,32.26,21.31,39.83 ,1.38 ,11.93,12.01,2.17,12.37,0.43
E01006300,E01006300 : Wigan 037D,1.8,38.15,31.63,0.66,8.07,43.28 ,1.65 ,13.14,12.19,2.16,12.26,0.54
E01006301,E01006301 : Wigan 037E,2.69,40.24,55.95,2.21,8.16,45.08 ,0.68 ,6.64,11.85,2.05,12.43,0.47
E01006227,E01006227 : Wigan 038A,3.31,24.42,14.74,16.01,17.88,27.96 ,3.33 ,10.13,14.23,2.74,15,0.4
E01006228,E01006228 : Wigan 038B,4.75,21.57,12.38,38.36,37.45,23.66 ,3.89 ,19.97,13.67,2.71,14.59,0.32
E01006342,E01006342 : Wigan 038C,6.17,20.89,8.78,14.87,47.53,21.05 ,2.97 ,27.34,13.35,2.58,14.19,0.43
E01006344,E01006344 : Wigan 038D,7.07,17.48,4.18,7.84,52.96,16.51 ,6.79 ,27.87,13.35,2.58,14.19,0.45
E01006346,E01006346 : Wigan 038E,3.47,24.37,15.82,38.96,38.77,28.96 ,3.81 ,20.55,14.25,2.31,14.41,0.37
E01006339,E01006339 : Wigan 039A,3.61,26.65,31.09,0.35,9.15,32.31 ,2.23 ,6.59,12.72,2.76,13.89,0.43
